imu_1,imu_2,imu_3,imu_4,imu_5,imu_6,imu_7,imu_8,imu_9,imu_10,imu_11,flex_start,flex_end,flex_x_interpolated
504812,7.331,0.891,-3.584,0.383,0.297,0.915,-78.15,17.4,-2.1,27.5,145,0.117,1337.0115692672798
504866,8.413,1.065,-5.499,0.768,0.733,1.006,-74.4,-0.3,10.2,27.4,158,0.127,1336.587659448235
504920,10.769,2.203,-5.162,0.102,0.355,0.799,-74.4,-0.3,10.2,27.6,136,0.11,1336.16374962919
504974,9.404,3.237,-6.972,0.979,0.028,-0.217,-74.4,-0.3,10.2,27.6,131,0.106,1335.7398398101454
505028,11.542,3.23,-7.93,-0.569,-0.18,-0.413,-74.4,-0.3,10.2,27.3,143,0.115,1335.3159299911006
505082,9.91,3.321,-7.266,-0.879,-0.358,-0.916,-71.55,-7.2,14.85,27.4,164,0.132,1334.8920201720557
505136,12.256,3.026,-7.384,-1.091,-0.745,-1.366,-71.55,-7.2,14.85,27.6,123,0.099,1334.468110353011
505190,8.689,3.261,-7.24,-0.875,-1.328,-2.08,-74.85,0.3,7.95,27.6,164,0.132,1334.0442005339662
505244,10.805,3.156,-6.771,-1.335,-1.198,-2.103,-77.55,16.8,-1.95,27.5,176,0.142,1333.6202907149213
505298,7.542,4.487,-6.651,-0.829,-1.803,-2.551,-77.55,16.8,-1.95,27.4,277,0.223,1333.1963808958767
505352,6.579,4.843,-6.072,-1.257,-1.026,-1.9,-75.15,37.05,-15.3,27.6,1767,1.424,1332.7724710768318
505406,6.031,6.285,-6.189,-1.571,-1.334,-2.333,-75.15,37.05,-15.3,27.4,2539,2.046,1332.348561257787
505460,3.261,5.31,-3.587,-1.01,-0.675,-2.151,-69.45,55.05,-21.3,27.5,2641,2.128,1331.924651438742
505514,2.121,7.039,-4.841,-1.067,-1.237,-1.99,-69.45,55.05,-21.3,27.4,2037,1.642,1331.5007416196975
505568,2.945,6.804,-4.393,-0.664,-1.233,-2.454,-59.4,75.9,-32.25,27.4,1571,1.266,1331.0768318006526
505622,-0.668,6.567,-3.692,-1.126,-0.889,-1.896,-59.4,75.9,-32.25,27.4,2257,1.819,1330.6529219816077
505676,-0.352,6.381,-2.983,-0.775,-0.873,-2.065,-39.0,94.65,-36.15,27.6,2699,2.175,1330.229012162563
505730,-3.043,6.972,-2.986,-0.64,-0.84,-1.742,-39.0,94.65,-36.15,27.5,3079,2.481,1329.8051023435182
505784,-2.861,7.42,-3.067,-0.79,-0.657,-1.4,-18.75,103.8,-33.75,27.6,3139,2.53,1329.3811925244734
505838,-4.46,6.773,-2.289,-0.47,-0.837,-1.52,-18.75,103.8,-33.75,27.6,3114,2.509,1328.9572827054287
505892,-4.085,6.129,-1.185,-0.947,-0.38,-1.02,-18.75,103.8,-33.75,27.6,3181,2.563,1328.5333728863839
505946,-5.564,5.768,-1.336,0.003,0.537,-1.631,12.75,103.8,-23.85,27.6,3264,2.63,1328.109463067339
506000,-7.927,7.386,-1.896,-0.49,0.254,-1.372,12.75,103.8,-23.85,27.4,3271,2.636,1327.6855532482944
506054,-7.819,5.229,-0.998,-1.479,-0.558,-1.794,12.75,103.8,-23.85,27.3,3208,2.585,1327.2616434292495
506108,-7.539,2.866,-1.271,-0.382,0.101,-1.024,12.75,103.8,-23.85,27.6,3187,2.568,1326.8377336102046
506162,-9.124,5.341,-1.049,-0.288,0.457,-0.785,35.55,96.75,-12.6,27.5,3359,2.707,1326.41382379116
506216,-9.639,2.851,-0.405,-1.322,0.344,-0.803,35.55,96.75,-12.6,27.6,3383,2.726,1325.9899139721151
506270,-10.238,2.107,-0.385,-0.014,0.37,0.285,42.6,93.0,-8.85,27.9,3488,2.811,1325.5660041530703
506324,-9.218,3.915,-1.082,0.779,-0.144,0.626,42.6,93.0,-8.85,27.6,3407,2.746,1325.1420943340254
506378,-8.444,4.913,0.098,-0.926,0.52,0.426,40.05,95.7,-11.1,27.4,3032,2.443,1324.7181845149807
506432,-8.983,0.211,-1.056,-0.253,0.96,2.033,33.45,98.55,-8.7,27.6,2697,2.173,1324.2942746959359
506486,-7.063,1.657,-0.79,1.255,-0.073,2.938,33.45,98.55,-8.7,27.3,1897,1.529,1323.870364876891
506540,-4.005,5.045,-1.736,1.698,1.218,5.517,9.75,105.3,-19.8,27.6,467,0.376,1323.4464550578464
506594,-2.061,6.589,-5.021,1.663,-0.038,3.597,9.75,105.3,-19.8,27.8,437,0.352,1323.0225452388015
506648,-0.297,13.417,-3.002,-1.006,3.431,4.458,-23.4,99.3,-38.7,27.7,139,0.112,1322.5986354197566
506702,-1.051,8.037,-7.669,1.544,-0.037,0.921,-23.4,99.3,-38.7,27.6,149,0.12,1322.174725600712
506756,-0.876,7.621,-1.913,1.463,2.839,2.706,-46.35,85.2,-32.25,27.5,183,0.147,1321.7508157816671
506810,6.634,7.93,-8.392,1.165,-0.36,1.381,-46.35,85.2,-32.25,27.5,104,0.084,1321.3269059626223
506864,-1.159,8.643,-6.871,0.883,2.331,2.301,-59.55,67.95,-25.95,27.9,163,0.131,1320.9029961435776
506918,7.556,7.13,-7.906,1.156,0.248,0.928,-59.55,67.95,-25.95,27.5,95,0.077,1320.4790863245328
506972,6.28,8.614,-6.776,-0.313,1.685,1.943,-59.55,67.95,-25.95,27.4,952,0.767,1320.055176505488
507026,4.748,4.219,-5.581,1.033,0.096,0.391,-67.35,49.8,-13.05,27.5,1275,1.027,1319.6312666864433
507080,4.927,6.603,-6.946,0.464,0.757,0.912,-67.35,49.8,-13.05,27.6,209,0.168,1319.2073568673984
507134,4.551,4.853,-5.248,0.569,0.98,1.196,-67.35,49.8,-13.05,27.6,172,0.139,1318.7834470483535
507188,7.175,5.514,-7.132,0.548,0.594,0.767,-67.35,49.8,-13.05,27.5,121,0.098,1318.359537229309
507242,6.299,2.727,-4.403,0.086,1.164,1.617,-72.6,33.6,-3.6,27.4,133,0.107,1317.935627410264
507296,9.778,4.314,-6.076,0.69,0.44,0.407,-72.6,33.6,-3.6,27.6,147,0.118,1317.5117175912192
507350,6.457,1.496,-4.281,0.223,1.146,1.278,-72.6,33.6,-3.6,27.5,195,0.157,1317.0878077721745
507404,8.155,0.943,-4.154,0.557,0.448,1.027,-72.6,33.6,-3.6,27.4,160,0.129,1316.6638979531297
507458,9.534,2.315,-4.492,0.792,0.891,1.176,-72.75,14.1,10.05,27.2,176,0.142,1316.2399881340848
507512,9.021,1.657,-4.539,0.714,0.248,0.677,-72.75,14.1,10.05,27.5,143,0.115,1315.8160783150402
507566,10.367,0.979,-5.124,0.188,0.646,1.048,-69.45,5.85,16.95,27.4,134,0.108,1315.3921684959953
507620,26.894,14.078,-39.227,-2.96,-0.106,6.859,-67.35,-1.5,21.9,27.5,85,0.068,1314.9682586769504
507674,8.892,-0.144,-3.783,0.12,-0.03,0.069,-67.35,-1.5,21.9,27.4,96,0.077,1314.5443488579056
507728,9.23,-1.142,-4.647,1.143,-1.009,-1.647,-67.35,-3.45,19.65,27.5,107,0.086,1314.120439038861
507782,11.99,3.936,-4.741,-1.039,0.419,0.645,-67.35,-3.45,19.65,27.6,98,0.079,1313.696529219816
507836,12.656,1.369,-5.547,0.217,-0.388,-1.296,-71.55,7.2,12.75,27.5,142,0.114,1313.2726194007712
507890,7.434,1.207,-6.402,0.487,-0.96,-1.362,-71.55,7.2,12.75,27.2,148,0.119,1312.8487095817266
507944,13.051,2.66,-6.862,-0.554,-1.101,-1.407,-73.5,18.75,5.25,27.3,127,0.102,1312.4247997626817
507998,7.702,3.335,-4.899,-0.962,-1.753,-1.636,-73.5,18.75,5.25,27.6,695,0.56,1312.0008899436368
508052,9.536,5.404,-7.925,-0.546,-1.859,-2.423,-73.5,31.5,-3.45,27.5,657,0.529,1311.5769801245922
508106,6.053,3.089,-5.49,-1.12,-1.605,-2.069,-73.5,31.5,-3.45,27.6,937,0.755,1311.1530703055473
508160,4.264,5.054,-6.112,-0.887,-1.577,-1.854,-70.95,49.65,-14.4,27.6,1969,1.587,1310.7291604865025
508214,5.164,3.783,-5.72,-1.502,-1.413,-1.636,-70.95,49.65,-14.4,27.4,2334,1.881,1310.3052506674578
508268,3.108,6.898,-6.845,-0.509,-1.524,-2.109,-70.95,49.65,-14.4,27.6,1898,1.53,1309.881340848413
508322,1.733,6.273,-6.436,-0.728,-1.466,-2.016,-54.15,78.3,-35.25,27.6,1982,1.597,1309.457431029368
508376,-0.546,5.559,-4.891,-0.351,-1.309,-1.934,-54.15,78.3,-35.25,27.2,2169,1.748,1309.0335212103234
508430,-0.373,8.787,-5.76,-1.121,-1.209,-1.244,-54.15,78.3,-35.25,27.4,2529,2.038,1308.6096113912786
508484,-1.712,6.991,-4.662,-0.369,-1.266,-2.002,-54.15,78.3,-35.25,27.6,2699,2.175,1308.1857015722337
508538,-3.61,6.06,-3.934,-0.566,-1.503,-1.425,-18.0,98.4,-41.1,27.4,2888,2.327,1307.7617917531888
508592,-2.349,8.294,-4.235,-1.107,-1.075,-1.235,-18.0,98.4,-41.1,27.3,3019,2.433,1307.3378819341442
508646,-5.069,5.607,-2.641,-0.387,-1.014,-1.671,-2.7,102.15,-37.05,27.4,3121,2.515,1306.9139721150993
508700,-3.713,5.995,-2.78,-0.753,-0.984,-1.523,-2.7,102.15,-37.05,27.6,3259,2.626,1306.4900622960545
508754,-6.744,6.208,-1.681,-0.609,-0.726,-1.337,12.9,101.7,-29.55,27.6,3197,2.576,1306.0661524770098
508808,-7.602,2.1,1.374,-0.588,-0.331,-1.097,12.9,101.7,-29.55,27.2,3113,2.509,1305.642242657965
508862,-14.145,3.438,1.03,-0.301,1.268,0.681,24.3,99.45,-24.3,27.3,3111,2.507,1305.21833283892
508916,-10.537,1.027,0.072,1.177,-0.181,0.453,22.35,99.75,-24.75,27.6,2933,2.364,1304.7944230198755
508970,-6.821,5.899,-1.35,0.811,1.175,1.918,22.35,99.75,-24.75,27.3,2583,2.082,1304.3705132008306
509024,-4.875,6.194,-3.148,0.682,0.963,1.47,10.5,101.1,-34.8,27.4,1959,1.579,1303.9466033817857
509078,-6.105,4.159,-3.153,0.949,1.088,2.125,10.5,101.1,-34.8,27.6,1272,1.025,1303.522693562741
509132,-1.257,8.466,-3.68,0.025,1.554,2.473,-8.85,101.25,-42.3,27.4,1067,0.86,1303.0987837436962
509186,-0.893,6.256,-5.42,1.183,0.798,1.066,-8.85,101.25,-42.3,27.5,112,0.09,1302.6748739246514
509240,-1.614,5.978,-3.996,-0.186,1.374,2.882,-29.85,93.3,-44.4,27.6,117,0.094,1302.2509641056067
509294,3.134,9.742,-6.053,0.635,1.257,1.873,-29.85,93.3,-44.4,27.5,137,0.11,1301.8270542865619
509348,-0.515,3.881,-5.42,1.469,0.754,1.658,-29.85,93.3,-44.4,27.2,107,0.086,1301.403144467517
509402,4.082,4.707,-5.533,0.412,1.736,3.265,-29.85,93.3,-44.4,27.4,131,0.106,1300.9792346484724
509456,6.16,9.153,-7.444,1.18,1.412,1.53,-65.85,58.35,-29.85,27.5,105,0.085,1300.5553248294275
509510,5.25,2.2,-6.134,1.567,1.19,1.754,-65.85,58.35,-29.85,27.2,131,0.106,1300.1314150103826
509564,8.514,8.435,-7.022,-0.041,1.03,2.573,-65.85,58.35,-29.85,27.2,225,0.181,1299.707505191338
509618,9.163,2.739,-7.453,2.009,0.406,0.311,-73.65,31.95,-10.95,27.6,160,0.129,1299.2835953722931
509672,7.202,3.998,-8.411,0.337,0.544,1.002,-73.65,31.95,-10.95,27.4,128,0.103,1298.8596855532483
509726,8.487,2.983,-6.299,0.369,1.015,1.4,-74.85,25.8,-8.7,27.4,140,0.113,1298.4357757342036
509780,7.01,1.851,-5.856,0.604,0.379,0.796,-74.85,25.8,-8.7,27.4,142,0.114,1298.0118659151588
509834,9.74,2.145,-6.907,0.626,0.545,0.56,-75.15,17.4,-3.6,27.4,149,0.12,1297.5879560961139
509888,7.396,1.669,-5.689,0.199,0.586,0.693,-75.15,17.4,-3.6,27.8,121,0.098,1297.164046277069
509942,7.446,-0.778,-4.25,0.658,0.651,0.997,-75.15,11.1,0.3,27.6,113,0.091,1296.7401364580244
509996,10.116,1.556,-6.95,0.914,0.689,0.659,-75.15,11.1,0.3,27.6,117,0.094,1296.3162266389795
510050,8.677,-0.4,-6.076,0.088,0.785,1.006,-73.65,4.2,5.85,27.6,135,0.109,1295.8923168199346
510104,8.198,-0.515,-5.957,-0.705,-0.56,-0.04,-72.6,-3.45,7.2,27.6,163,0.131,1295.46840700089
510158,8.789,0.065,-10.106,0.739,-0.288,-1.447,-72.6,-3.45,7.2,27.6,124,0.1,1295.0444971818451
510212,9.9,5.868,-8.384,-0.98,-0.148,0.319,-72.6,-3.45,7.2,27.3,125,0.101,1294.6205873628003
510266,11.459,2.483,-8.377,-1.004,-0.936,-1.306,-72.6,-3.45,7.2,27.3,109,0.088,1294.1966775437556
510320,8.011,1.851,-6.663,-1.424,-1.137,-1.337,-75.45,10.2,0.15,27.5,139,0.112,1293.7727677247108
510374,9.122,3.122,-7.678,-1.308,-1.217,-1.371,-75.45,10.2,0.15,27.6,169,0.136,1293.348857905666
510428,9.069,3.888,-7.032,-1.288,-1.337,-2.039,-75.45,10.2,0.15,27.4,182,0.147,1292.9249480866213
510482,7.013,3.378,-6.565,-1.641,-1.264,-1.813,-75.45,10.2,0.15,27.2,1048,0.845,1292.5010382675764
510536,6.215,5.318,-6.495,-1.048,-1.399,-2.405,-72.15,40.95,-19.65,27.5,1663,1.34,1292.0771284485315
510590,3.424,4.034,-5.387,-1.545,-1.03,-1.656,-72.15,40.95,-19.65,27.4,1938,1.562,1291.6532186294867
510644,3.754,6.783,-4.764,-1.365,-1.035,-1.714,-68.1,57.15,-29.55,27.6,1469,1.184,1291.229308810442
510698,0.687,6.91,-4.678,-0.555,-1.28,-2.17,-56.55,76.5,-40.2,27.5,1749,1.409,1290.8053989913972
510752,0.204,6.859,-4.647,-1.046,-0.917,-1.631,-56.55,76.5,-40.2,27.3,1891,1.524,1290.3814891723523
510806,-0.543,6.177,-3.153,-0.815,-0.872,-1.389,-39.75,92.4,-40.95,27.0,1896,1.528,1289.9575793533077
510860,-0.783,8.72,-4.891,-0.837,-0.78,-1.595,-39.75,92.4,-40.95,27.4,2117,1.706,1289.5336695342628
510914,-3.057,5.938,-2.732,-0.633,-0.628,-1.531,-22.05,101.1,-36.6,27.5,2267,1.827,1289.109759715218
510968,-3.436,7.949,-3.436,-0.151,-0.929,-1.694,-22.05,101.1,-36.6,27.5,2841,2.289,1288.6858498961733
511022,-3.922,7.357,-2.871,-1.021,-0.682,-1.253,-6.0,104.85,-33.75,27.5,2905,2.341,1288.2619400771284
511076,-5.602,5.839,-1.958,-0.18,-0.398,-1.163,-6.0,104.85,-33.75,27.4,3056,2.463,1287.8380302580836
511130,-4.889,7.295,-1.779,-0.621,-0.653,-1.214,-6.0,104.85,-33.75,27.5,3035,2.446,1287.414120439039
511184,-7.377,3.654,1.815,-0.698,0.639,-0.867,-6.0,104.85,-33.75,27.4,2712,2.185,1286.990210619994
511238,-9.273,5.365,-0.005,0.744,-0.297,-1.177,17.85,102.45,-25.2,27.4,2579,2.078,1286.5663008009492
511292,-10.312,1.709,1.535,-0.39,1.722,1.123,17.85,102.45,-25.2,27.4,2464,1.986,1286.1423909819046
511346,-8.138,5.179,-1.118,1.258,0.516,0.916,17.85,102.45,-25.2,27.5,1136,0.915,1285.7184811628597
511400,-4.597,4.654,-2.361,0.646,1.654,2.43,7.5,103.05,-33.0,27.7,1937,1.561,1285.2945713438148
511454,-3.91,4.779,-2.478,1.232,1.028,2.277,7.5,103.05,-33.0,27.6,1159,0.934,1284.8706615247702
511508,-1.061,10.59,-5.124,-0.39,1.774,2.516,-15.75,99.45,-41.4,27.5,315,0.254,1284.4467517057253
511562,-3.043,2.179,-3.491,1.61,1.019,2.024,-15.75,99.45,-41.4,27.4,179,0.144,1284.0228418866805
511616,4.432,9.799,-4.48,-0.428,2.155,4.068,-37.8,91.05,-41.4,27.3,109,0.088,1283.5989320676358
511670,4.422,8.543,-9.524,3.238,-0.217,-0.936,-37.8,91.05,-41.4,27.2,111,0.089,1283.175022248591
511724,-1.935,2.557,-3.575,-0.469,1.676,3.419,-52.05,73.35,-42.0,27.4,109,0.088,1282.751112429546
511778,8.662,12.881,-8.236,0.669,1.324,1.766,-52.05,73.35,-42.0,27.4,119,0.096,1282.3272026105014
511832,0.46,2.203,-7.14,1.829,0.763,0.893,-52.05,73.35,-42.0,27.5,120,0.097,1281.9032927914566
511886,6.44,6.017,-8.42,-0.585,1.632,2.86,-67.35,46.35,-24.0,27.4,1166,0.94,1281.4793829724117
511940,6.874,5.713,-7.918,2.076,0.382,-0.16,-67.35,46.35,-24.0,27.2,117,0.094,1281.0554731533668
511994,5.27,1.101,-7.558,0.046,1.21,1.814,-67.35,46.35,-24.0,27.2,124,0.1,1280.6315633343222
512048,7.604,4.415,-7.36,1.018,0.622,0.695,-67.35,46.35,-24.0,27.3,123,0.099,1280.2076535152773
512102,6.771,2.277,-8.353,0.765,0.32,0.547,-74.1,28.5,-12.0,27.4,115,0.093,1279.7837436962325
512156,6.926,3.986,-6.278,-0.255,0.758,1.391,-74.1,28.5,-12.0,27.5,111,0.089,1279.3598338771878
512210,6.553,0.879,-4.688,1.171,0.326,0.626,-74.4,19.65,-7.65,27.4,1272,1.025,1278.935924058143
512264,8.787,1.35,-7.456,0.68,0.459,0.694,-74.4,19.65,-7.65,27.5,2572,2.073,1278.512014239098
512318,7.283,1.925,-6.56,0.244,0.732,0.714,-75.15,15.45,-3.15,27.4,2164,1.744,1278.0881044200535
512372,7.774,0.646,-5.851,0.56,0.496,0.472,-75.15,15.45,-3.15,27.5,2575,2.075,1277.6641946010086
512426,9.697,1.331,-7.599,0.943,-0.02,-0.153,-74.25,10.5,2.25,27.4,2439,1.965,1277.2402847819637
512480,7.075,-0.201,-6.598,-0.104,0.321,0.505,-74.25,10.5,2.25,27.5,1699,1.369,1276.816374962919
512534,8.849,1.302,-6.735,-0.007,-0.17,-0.068,-74.25,10.5,2.25,27.6,2938,2.368,1276.3924651438742
512588,8.408,0.321,-6.232,-0.047,-0.133,-0.098,-73.95,6.3,4.2,27.4,2921,2.354,1275.9685553248294
512642,8.964,0.869,-7.228,-0.513,-0.158,-0.151,-73.95,6.3,4.2,27.2,2008,1.618,1275.5446455057845
512696,7.796,1.465,-6.84,-0.423,-0.26,-0.547,-73.95,6.3,4.2,27.3,1191,0.96,1275.1207356867399
512750,8.717,0.927,-7.056,-0.602,-0.613,-0.634,-73.95,6.3,4.2,27.4,2087,1.682,1274.696825867695
512804,9.072,2.631,-8.078,-1.163,-0.629,-0.901,-75.6,12.75,-4.35,27.4,1499,1.208,1274.2729160486501
512858,9.335,1.891,-8.282,-1.446,-0.925,-1.528,-75.6,12.75,-4.35,27.3,680,0.548,1273.8490062296055
512912,6.642,4.034,-6.814,-1.405,-0.934,-1.424,-75.45,22.95,-9.6,27.6,159,0.128,1273.4250964105606
512966,8.473,4.183,-7.161,-1.663,-1.065,-1.473,-75.45,22.95,-9.6,27.5,787,0.634,1273.0011865915158
513020,5.588,4.08,-6.747,-0.793,-1.79,-2.003,-73.2,36.9,-14.7,27.5,2277,1.835,1272.5772767724711
513074,5.775,4.41,-5.59,-1.875,-0.776,-1.19,-68.1,48.3,-25.5,27.7,1961,1.58,1272.1533669534263
513128,4.65,7.068,-6.153,-0.587,-2.011,-2.362,-68.1,48.3,-25.5,27.2,1508,1.215,1271.7294571343814
513182,0.802,5.205,-5.519,-1.117,-0.85,-1.434,-64.65,62.7,-34.5,27.2,979,0.789,1271.3055473153368
513236,1.958,6.393,-5.001,-1.022,-1.172,-1.438,-64.65,62.7,-34.5,27.5,2397,1.932,1270.881637496292
513290,0.101,7.592,-4.858,-0.265,-1.275,-1.798,-51.0,81.9,-41.55,27.3,2768,2.231,1270.457727677247
513344,0.484,7.561,-6.821,-0.445,-1.382,-1.884,-51.0,81.9,-41.55,27.4,2843,2.291,1270.0338178582024
513398,-0.407,7.374,-3.757,-1.26,-0.587,-1.005,-51.0,81.9,-41.55,27.5,2897,2.335,1269.6099080391575
513452,-3.021,7.389,-4.31,-0.074,-1.472,-1.862,-51.0,81.9,-41.55,27.3,3099,2.497,1269.1859982201127
513506,-2.849,7.017,-4.219,-0.985,-0.573,-1.383,-15.9,98.55,-44.85,27.5,3225,2.599,1268.762088401068
513560,-5.229,5.363,-2.78,-0.588,-1.01,-1.503,-15.9,98.55,-44.85,27.6,3415,2.752,1268.3381785820231
513614,-4.848,5.614,-0.95,-0.632,-0.343,-0.75,-15.9,98.55,-44.85,27.4,3431,2.765,1267.9142687629783
513668,-7.187,6.993,-2.89,-0.083,-0.658,-0.976,-15.9,98.55,-44.85,27.2,3299,2.659,1267.4903589439336
513722,-6.452,5.274,0.17,-0.524,0.256,-0.443,9.45,100.65,-36.6,27.6,3280,2.643,1267.0664491248888
513776,-9.804,4.769,-0.496,-0.195,0.163,0.1,14.7,101.85,-32.7,27.5,3417,2.754,1266.642539305844
513830,-6.455,6.527,-0.599,0.287,0.282,-0.095,14.7,101.85,-32.7,27.3,3303,2.662,1266.2186294867993
513884,-9.275,2.823,-1.022,0.077,0.792,1.012,12.45,101.85,-31.95,27.3,3199,2.578,1265.7947196677544
513938,-5.006,6.807,-2.021,0.79,0.68,0.867,12.45,101.85,-31.95,27.2,3091,2.491,1265.3708098487095
513992,-6.742,2.631,-3.558,0.928,0.459,1.988,1.05,102.0,-36.9,27.3,2541,2.048,1264.946900029665
514046,0.038,10.087,-4.295,0.907,1.143,1.286,1.05,102.0,-36.9,27.5,2058,1.658,1264.52299021062
514100,-5.447,4.214,-3.596,0.929,0.639,1.62,-15.9,99.3,-42.75,27.2,1865,1.503,1264.0990803915752
514154,2.016,9.505,-6.931,0.62,1.181,1.683,-15.9,99.3,-42.75,27.2,1305,1.052,1263.6751705725303
514208,-2.428,6.627,-6.043,1.011,0.545,1.172,-34.35,90.6,-42.45,27.5,120,0.097,1263.2512607534857
514262,1.252,6.768,-6.479,0.721,0.86,1.79,-34.35,90.6,-42.45,27.5,120,0.097,1262.8273509344408
514316,0.924,6.498,-5.868,1.245,0.17,1.426,-34.35,90.6,-42.45,27.5,124,0.1,1262.403441115396
514370,2.332,8.487,-7.453,0.444,1.486,2.239,-62.55,63.0,-38.7,27.3,107,0.086,1261.9795312963513
514424,3.5,4.702,-8.382,1.815,0.06,0.883,-62.55,63.0,-38.7,27.4,125,0.101,1261.5556214773064
514478,-0.029,3.903,-5.255,-0.633,2.121,3.893,-62.55,63.0,-38.7,27.6,111,0.089,1261.1317116582616
514532,13.539,8.181,-10.104,2.403,-0.683,-0.829,-62.55,63.0,-38.7,27.2,107,0.086,1260.707801839217
514586,0.687,-1.386,-6.297,0.583,0.831,2.356,-76.65,36.3,-25.5,27.4,1925,1.551,1260.283892020172
514640,8.602,4.489,-6.488,-0.153,1.92,2.93,-76.65,36.3,-25.5,27.3,415,0.334,1259.8599822011272
514694,4.463,-0.529,-4.894,2.441,0.381,0.534,-80.85,21.6,-16.8,27.3,149,0.12,1259.4360723820823
514748,12.591,2.43,-8.799,-0.076,2.004,2.005,-80.85,21.6,-16.8,27.4,96,0.077,1259.0121625630377
514802,7.353,3.51,-5.837,1.023,0.603,0.464,-83.1,11.85,-9.0,27.4,105,0.085,1258.5882527439928
514856,4.499,-1.116,-3.771,0.843,0.839,1.223,-83.1,11.85,-9.0,27.4,95,0.077,1258.164342924948
514910,11.863,-0.165,-7.094,0.237,0.553,1.159,-80.4,3.75,0.3,27.2,99,0.08,1257.7404331059033
514964,7.288,1.192,-5.734,1.071,0.546,0.274,-76.65,-4.5,9.0,27.5,117,0.094,1257.3165232868585
515018,9.306,0.503,-7.573,0.711,0.378,0.005,-76.65,-4.5,9.0,27.4,111,0.089,1256.8926134678136
515072,7.271,-0.948,-5.82,-0.279,0.961,0.741,-74.25,-6.75,14.4,27.2,88,0.071,1256.468703648769
515126,9.55,-1.185,-6.333,0.265,0.26,0.113,-74.25,-6.75,14.4,27.4,96,0.077,1256.044793829724
515180,12.179,1.326,-9.268,-0.306,-0.341,-0.818,-74.25,-6.75,14.4,27.5,135,0.109,1255.6208840106792
515234,7.958,1.446,-7.319,-1.429,-0.049,-0.964,-74.25,-6.75,14.4,27.6,115,0.093,1255.1969741916346
515288,11.586,1.628,-8.509,-1.653,-1.125,-1.621,-75.75,-3.15,13.65,27.4,121,0.098,1254.7730643725897
515342,8.823,2.078,-6.007,-1.59,-1.06,-1.825,-75.75,-3.15,13.65,27.4,96,0.077,1254.3491545535448
515396,10.127,3.836,-6.555,-1.672,-1.11,-1.732,-79.8,10.2,3.45,27.2,123,0.099,1253.9252447345002
515450,7.666,2.775,-5.737,-1.259,-1.188,-2.095,-79.8,10.2,3.45,27.4,125,0.101,1253.5013349154553
515504,7.161,3.711,-5.696,-0.831,-1.393,-2.022,-81.6,27.45,-7.65,27.2,983,0.792,1253.0774250964105
515558,5.849,5.466,-6.704,-1.123,-1.109,-1.758,-78.3,45.0,-19.05,27.1,1980,1.596,1252.6535152773658
515612,4.087,6.098,-6.366,-0.746,-1.219,-2.227,-78.3,45.0,-19.05,27.4,1631,1.314,1252.229605458321
515666,1.891,4.456,-5.308,-1.211,-0.836,-1.478,-75.0,59.7,-28.65,27.3,1088,0.877,1251.805695639276
515720,2.691,7.049,-5.21,-1.258,-1.039,-1.481,-75.0,59.7,-28.65,27.4,1223,0.986,1251.3817858202315
515774,2.48,7.068,-4.659,-0.917,-1.342,-2.058,-61.35,79.95,-40.2,27.1,2147,1.73,1250.9578760011866
515828,-0.098,7.652,-3.991,-0.381,-1.331,-1.944,-61.35,79.95,-40.2,27.5,2267,1.827,1250.5339661821417
515882,-0.737,6.876,-4.02,-1.123,-0.774,-1.426,-61.35,79.95,-40.2,27.3,2757,2.222,1250.110056363097
515936,-1.817,6.84,-2.667,-0.647,-0.808,-1.616,-61.35,79.95,-40.2,27.4,2972,2.395,1249.6861465440522
515990,-2.667,7.745,-2.258,-0.602,-0.996,-1.132,-23.85,102.45,-38.25,27.2,2976,2.398,1249.2622367250074
516044,-2.5,8.471,-3.472,-0.436,-0.657,-1.471,-23.85,102.45,-38.25,27.2,3065,2.47,1248.8383269059627
516098,-5.09,5.784,-1.59,-0.568,-0.515,-1.308,-23.85,102.45,-38.25,27.5,3101,2.499,1248.4144170869179
516152,-5.701,4.762,0.247,-0.071,-0.343,-0.793,5.1,107.1,-31.8,27.4,3155,2.542,1247.990507267873
516206,-6.4,7.587,-0.613,0.038,-0.65,-0.954,5.1,107.1,-31.8,27.4,3187,2.568,1247.5665974488281
516260,-10.096,4.738,0.773,0.226,0.382,0.035,11.55,104.7,-34.35,27.6,3015,2.43,1247.1426876297835
516314,-7.171,5.456,-0.606,0.816,-0.113,-0.111,11.55,104.7,-34.35,27.3,3048,2.456,1246.7187778107386
516368,-7.757,5.344,-0.927,0.064,0.871,0.983,9.6,102.75,-40.95,27.6,2903,2.339,1246.2948679916938
516422,-6.493,3.598,-0.553,0.839,1.316,1.63,9.6,102.75,-40.95,27.4,2489,2.006,1245.8709581726491
516476,-3.33,4.341,-1.482,1.292,1.282,2.202,-3.9,102.15,-44.4,27.2,2321,1.87,1245.4470483536043
516530,0.52,9.74,-6.318,1.577,1.487,1.367,-3.9,102.15,-44.4,26.9,498,0.401,1245.0231385345594
516584,-3.486,3.608,-4.111,1.014,1.651,2.115,-27.75,95.7,-51.6,27.4,971,0.782,1244.5992287155148
516638,2.751,9.85,-5.851,-0.438,2.359,3.83,-27.75,95.7,-51.6,27.3,227,0.183,1244.17531889647
516692,4.846,6.603,-8.803,2.207,0.604,0.226,-54.75,78.75,-45.3,27.3,235,0.189,1243.751409077425
